epoch,accuracy,auc,f1_score,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_f1_score,val_loss,val_precision,val_recall
0,0.8516638278961182,0.8938708305358887,0.8516637086868286,0.0010000000474974513,0.03938430920243263,0.8516638278961182,0.8516638278961182,0.8981324434280396,0.9106467962265015,0.8981323838233948,0.02710164524614811,0.8981324434280396,0.8981324434280396
1,0.8858808279037476,0.9119206070899963,0.8858807682991028,0.0010000000474974513,0.026642372831702232,0.8858808279037476,0.8858808279037476,0.8913412690162659,0.9142902493476868,0.8913412094116211,0.14338332414627075,0.8913412690162659,0.8913412690162659
2,0.8918969631195068,0.916945219039917,0.8918969035148621,0.0010000000474974513,0.026315245777368546,0.8918969631195068,0.8918969631195068,0.8964346647262573,0.9294680953025818,0.8964346051216125,0.02012455463409424,0.8964346647262573,0.8964346647262573
3,0.8956570625305176,0.9239179491996765,0.8956570029258728,0.0010000000474974513,0.023348629474639893,0.8956570625305176,0.8956570625305176,0.8981324434280396,0.9283496141433716,0.8981323838233948,0.02161426655948162,0.8981324434280396,0.8981324434280396
4,0.8935890197753906,0.9316608309745789,0.8935889601707458,0.0010000000474974513,0.022910121828317642,0.8935890197753906,0.8935890197753906,0.8981324434280396,0.9253432750701904,0.8981323838233948,0.022507306188344955,0.8981324434280396,0.8981324434280396
5,0.8922730088233948,0.9286194443702698,0.89227294921875,0.0010000000474974513,0.023666588589549065,0.8922730088233948,0.8922730088233948,0.8947368264198303,0.9237492680549622,0.8947367668151855,0.11092785000801086,0.8947368264198303,0.8947368264198303
6,0.8956570625305176,0.931228756904602,0.8956570029258728,0.0010000000474974513,0.023202169686555862,0.8956570625305176,0.8956570625305176,0.8981324434280396,0.9204573631286621,0.8981323838233948,0.09707966446876526,0.8981324434280396,0.8981324434280396
7,0.8939650058746338,0.9295287132263184,0.893964946269989,0.0010000000474974513,0.024591702967882156,0.8939650058746338,0.8939650058746338,0.8930390477180481,0.9214258790016174,0.8930389881134033,0.040965355932712555,0.8930390477180481,0.8930390477180481
8,0.8977251648902893,0.9409682154655457,0.8977251052856445,0.0005000000237487257,0.02055261842906475,0.8977251648902893,0.8977251648902893,0.901528000831604,0.941248893737793,0.9015279412269592,0.04562925547361374,0.901528000831604,0.901528000831604
9,0.895469069480896,0.9436374306678772,0.8954690098762512,0.0005000000237487257,0.020726023241877556,0.895469069480896,0.895469069480896,0.8981324434280396,0.9426526427268982,0.8981323838233948,0.021261123940348625,0.8981324434280396,0.8981324434280396
10,0.8969731330871582,0.9412550330162048,0.8969730734825134,0.0005000000237487257,0.021641727536916733,0.8969731330871582,0.8969731330871582,0.8981324434280396,0.9474837183952332,0.8981323838233948,0.024409743025898933,0.8981324434280396,0.8981324434280396
11,0.8950930833816528,0.9453669190406799,0.8950930237770081,0.0005000000237487257,0.020152145996689796,0.8950930833816528,0.8950930833816528,0.9049236178398132,0.9560461640357971,0.9049235582351685,0.01757487654685974,0.9049236178398132,0.9049236178398132
12,0.897537112236023,0.9446884393692017,0.8975370526313782,0.0005000000237487257,0.020906103774905205,0.897537112236023,0.897537112236023,0.8947368264198303,0.9347026348114014,0.8947367668151855,0.07676734030246735,0.8947368264198303,0.8947368264198303
13,0.900357186794281,0.9519109129905701,0.9003571271896362,0.0005000000237487257,0.018669230863451958,0.900357186794281,0.900357186794281,0.9117147922515869,0.9654128551483154,0.9117147326469421,0.016391590237617493,0.9117147922515869,0.9117147922515869
14,0.900357186794281,0.9541378617286682,0.9003571271896362,0.0005000000237487257,0.018874330446124077,0.900357186794281,0.900357186794281,0.8998302221298218,0.9633663296699524,0.899830162525177,0.017724262550473213,0.8998302221298218,0.8998302221298218
15,0.9044933319091797,0.9566511511802673,0.9044932723045349,0.0005000000237487257,0.01778285577893257,0.9044933319091797,0.9044933319091797,0.9066213965415955,0.9673671722412109,0.9066213369369507,0.01654321700334549,0.9066213965415955,0.9066213965415955
16,0.9022372364997864,0.9499646425247192,0.9022371768951416,0.0005000000237487257,0.019211092963814735,0.9022372364997864,0.9022372364997864,0.8981324434280396,0.9478411674499512,0.8981323838233948,0.038467928767204285,0.8981324434280396,0.8981324434280396
17,0.9011092185974121,0.9548277854919434,0.9011091589927673,0.0005000000237487257,0.01818273402750492,0.9011092185974121,0.9011092185974121,0.9117147922515869,0.9644371867179871,0.9117147326469421,0.016458801925182343,0.9117147922515869,0.9117147922515869
18,0.9041172862052917,0.9556798934936523,0.904117226600647,0.0005000000237487257,0.018367266282439232,0.9041172862052917,0.9041172862052917,0.9151103496551514,0.9683501124382019,0.9151102900505066,0.0156435277312994,0.9151103496551514,0.9151103496551514
19,0.905621349811554,0.9586907029151917,0.9056212902069092,0.0005000000237487257,0.017733972519636154,0.905621349811554,0.905621349811554,0.9117147922515869,0.969305694103241,0.9117147326469421,0.015167457982897758,0.9117147922515869,0.9117147922515869
20,0.9108855128288269,0.9634321928024292,0.9108854532241821,0.0005000000237487257,0.01631949655711651,0.9108855128288269,0.9108855128288269,0.9100169539451599,0.971839427947998,0.9100168943405151,0.015204574912786484,0.9100169539451599,0.9100169539451599
21,0.9103214740753174,0.9636788368225098,0.9103214144706726,0.0005000000237487257,0.016290763393044472,0.9103214740753174,0.9103214740753174,0.9117147922515869,0.9721421003341675,0.9117147326469421,0.014762523584067822,0.9117147922515869,0.9117147922515869
22,0.9118255376815796,0.9647508859634399,0.9118254780769348,0.0005000000237487257,0.01604233868420124,0.9118255376815796,0.9118255376815796,0.9134125709533691,0.9747925996780396,0.9134125113487244,0.013921049423515797,0.9134125709533691,0.9134125709533691
23,0.9106975197792053,0.9641351103782654,0.9106974601745605,0.0005000000237487257,0.016553202643990517,0.9106975197792053,0.9106975197792053,0.9151103496551514,0.9739854335784912,0.9151102900505066,0.0153218824416399,0.9151103496551514,0.9151103496551514
24,0.9108855128288269,0.9631279110908508,0.9108854532241821,0.0005000000237487257,0.01630578003823757,0.9108855128288269,0.9108855128288269,0.9032257795333862,0.9630204439163208,0.9032257199287415,0.019606465473771095,0.9032257795333862,0.9032257795333862
25,0.9065613746643066,0.9620842933654785,0.9065613150596619,0.0005000000237487257,0.016741227358579636,0.9065613746643066,0.9065613746643066,0.9100169539451599,0.9690722227096558,0.9100168943405151,0.015226681716740131,0.9100169539451599,0.9100169539451599
26,0.9080654382705688,0.961434006690979,0.9080653786659241,0.0005000000237487257,0.01696874387562275,0.9080654382705688,0.9080654382705688,0.9202037453651428,0.9682204723358154,0.920203685760498,0.015117939561605453,0.9202037453651428,0.9202037453651428
27,0.9150215983390808,0.965304970741272,0.915021538734436,0.0005000000237487257,0.015831533819437027,0.9150215983390808,0.9150215983390808,0.9185059666633606,0.9780800342559814,0.9185059070587158,0.013029133901000023,0.9185059666633606,0.9185059666633606
28,0.9140815734863281,0.9692363142967224,0.9140815138816833,0.0005000000237487257,0.01501721702516079,0.9140815734863281,0.9140815734863281,0.9134125709533691,0.9755852222442627,0.9134125113487244,0.014532746747136116,0.9134125709533691,0.9134125709533691
29,0.9125775694847107,0.9677632451057434,0.9125775098800659,0.0005000000237487257,0.015205585397779942,0.9125775694847107,0.9125775694847107,0.9168081283569336,0.9746946096420288,0.9168080687522888,0.013766104355454445,0.9168081283569336,0.9168081283569336
30,0.9146456122398376,0.9679811000823975,0.9146455526351929,0.0005000000237487257,0.015386098995804787,0.9146456122398376,0.9146456122398376,0.8998302221298218,0.9356740713119507,0.899830162525177,0.024398749694228172,0.8998302221298218,0.8998302221298218
31,0.9174656867980957,0.9667651653289795,0.9174656271934509,0.0005000000237487257,0.015446331351995468,0.9174656867980957,0.9174656867980957,0.9083191752433777,0.9672403931617737,0.9083191156387329,0.018886258825659752,0.9083191752433777,0.9083191752433777
32,0.9157736301422119,0.9703449606895447,0.9157735705375671,0.0005000000237487257,0.01469450630247593,0.9157736301422119,0.9157736301422119,0.9202037453651428,0.9764283299446106,0.920203685760498,0.013292997144162655,0.9202037453651428,0.9202037453651428
33,0.9138935804367065,0.972154974937439,0.9138935208320618,0.0002500000118743628,0.01426952239125967,0.9138935804367065,0.9138935804367065,0.921901524066925,0.9768823385238647,0.9219014048576355,0.013934729620814323,0.921901524066925,0.921901524066925
34,0.9234818816184998,0.975628137588501,0.923481822013855,0.0002500000118743628,0.013228155672550201,0.9234818816184998,0.9234818816184998,0.9252971410751343,0.9820117950439453,0.9252970814704895,0.011599509976804256,0.9252971410751343,0.9252971410751343
35,0.9219778180122375,0.9739296436309814,0.9219777584075928,0.0002500000118743628,0.013733641244471073,0.9219778180122375,0.9219778180122375,0.930390477180481,0.9797216057777405,0.9303904175758362,0.012453452683985233,0.930390477180481,0.930390477180481
36,0.9232938289642334,0.9737611413002014,0.9232937693595886,0.0002500000118743628,0.013809960335493088,0.9232938289642334,0.9232938289642334,0.9354838728904724,0.9807016849517822,0.9354838132858276,0.011851667426526546,0.9354838728904724,0.9354838728904724
37,0.9229178428649902,0.9751596450805664,0.9229177236557007,0.0002500000118743628,0.013419363647699356,0.9229178428649902,0.9229178428649902,0.9286926984786987,0.9811167120933533,0.928692638874054,0.012679647654294968,0.9286926984786987,0.9286926984786987
38,0.9264899492263794,0.9765579700469971,0.9264899492263794,0.0002500000118743628,0.013083107769489288,0.9264899492263794,0.9264899492263794,0.921901524066925,0.9770898818969727,0.9219014048576355,0.01297412533313036,0.921901524066925,0.921901524066925
39,0.9261139035224915,0.976727306842804,0.9261138439178467,0.0002500000118743628,0.012992543168365955,0.9261139035224915,0.9261139035224915,0.9337860941886902,0.9799190759658813,0.9337860345840454,0.012260127812623978,0.9337860941886902,0.9337860941886902
40,0.9311900734901428,0.9795730113983154,0.931190013885498,0.0001250000059371814,0.012195524759590626,0.9311900734901428,0.9311900734901428,0.9388794302940369,0.9841578006744385,0.9388793706893921,0.010892833583056927,0.9388794302940369,0.9388794302940369
41,0.9308140873908997,0.9796940088272095,0.9308140277862549,0.0001250000059371814,0.012175442650914192,0.9308140873908997,0.9308140873908997,0.9371816515922546,0.9827554225921631,0.9371815919876099,0.011500654742121696,0.9371816515922546,0.9371816515922546
42,0.9310020804405212,0.9805300235748291,0.9310020804405212,0.0001250000059371814,0.011936143971979618,0.9310020804405212,0.9310020804405212,0.9439728260040283,0.9841606616973877,0.9439727663993835,0.01056197565048933,0.9439728260040283,0.9439728260040283
43,0.9341981410980225,0.9781576991081238,0.9341980814933777,0.0001250000059371814,0.012568125501275063,0.9341981410980225,0.9341981410980225,0.9405772686004639,0.9842010140419006,0.9405772089958191,0.01077695656567812,0.9405772686004639,0.9405772686004639
44,0.9319421052932739,0.9791781902313232,0.9319420456886292,0.0001250000059371814,0.012361960485577583,0.9319421052932739,0.9319421052932739,0.9286926984786987,0.9812724590301514,0.928692638874054,0.012112713418900967,0.9286926984786987,0.9286926984786987
45,0.9296860098838806,0.9792706966400146,0.9296860098838806,0.0001250000059371814,0.012252578511834145,0.9296860098838806,0.9296860098838806,0.9388794302940369,0.985754668712616,0.9388793706893921,0.010784387588500977,0.9388794302940369,0.9388794302940369
46,0.9349501729011536,0.9795782566070557,0.9349501132965088,0.0001250000059371814,0.012184849940240383,0.9349501729011536,0.9349501729011536,0.9422750473022461,0.9843811988830566,0.9422749876976013,0.010614389553666115,0.9422750473022461,0.9422750473022461
47,0.9285579919815063,0.9810343980789185,0.9285579323768616,0.0001250000059371814,0.011735310778021812,0.9285579919815063,0.9285579919815063,0.9388794302940369,0.9834948778152466,0.9388793706893921,0.011234469711780548,0.9388794302940369,0.9388794302940369
48,0.9340101480484009,0.9827994704246521,0.9340100884437561,6.25000029685907e-05,0.011187189258635044,0.9340101480484009,0.9340101480484009,0.9439728260040283,0.9821515679359436,0.9439727663993835,0.011881524696946144,0.9439728260040283,0.9439728260040283
49,0.9349501729011536,0.982274055480957,0.9349501132965088,6.25000029685907e-05,0.011361951939761639,0.9349501729011536,0.9349501729011536,0.9422750473022461,0.9854016304016113,0.9422749876976013,0.010325118899345398,0.9422750473022461,0.9422750473022461
